GENESIS-Tabelle: 13211-01-03-5-B;;;;;;;;
Arbeitslose nach ausgewählten Personengruppen -;;;;;;;;
Jahresdurchschnitt - regionale Ebenen;;;;;;;;
Arbeitsmarktstatistik der Bundesagentur für Arbeit;;;;;;;;
Jahr: 2019;;;;;;;;
;;Arbeitslose insgesamt;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose
;;;und zwar;und zwar;und zwar;und zwar;und zwar;und zwar
;;;Ausländer;schwerbehindert;15 bis unter 20 Jahre;15 bis unter 25 Jahre;55 bis unter 65 Jahre;langzeitarbeitslos
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
7135051;Landkern;18;3;2;0;1;5;7
7135052;Laubach, Eifel;10;0;2;1;2;1;3
7135053;Lieg;7;1;0;0;1;3;0
7135054;Liesenich;4;0;0;0;1;1;1
7135056;Lütz;9;0;0;0;2;2;4
7135057;Lutzerath;19;2;0;0;2;6;7
7135058;Masburg;16;3;2;0;3;2;3
7135060;Mesenich;4;1;0;0;0;1;0
7135061;Mittelstrimmig;6;0;0;0;1;3;1
7135062;Möntenich;3;0;-;-;0;1;1
7135064;Moritzheim;3;.;0;0;0;0;1
7135065;Moselkern;11;2;0;0;1;5;2
7135066;Müden (Mosel);13;3;1;0;2;4;3
7135067;Müllenbach b Mayen;13;1;1;0;2;3;2
7135068;Neef;6;1;0;0;0;2;1
7135069;Nehren, Mosel;1;0;-;-;.;0;.
7135070;Panzweiler;4;1;1;0;0;1;3
7135071;Peterswald-Löffelscheid;14;2;1;0;2;5;4
7135072;Pommern;3;0;0;0;0;0;0
7135073;Pünderich;12;1;1;0;1;3;3
7135074;Reidenhausen;4;0;1;0;0;1;3
7135075;Roes;4;0;0;0;0;0;0
7135076;Sankt Aldegund;7;1;0;0;1;3;1
7135077;Schauren b Blankenrath;10;0;1;0;1;4;3
7135078;Schmitt;1;.;-;-;.;.;.
7135079;Senheim;11;2;1;0;1;4;1
7135080;Sosberg;4;.;-;-;0;2;0
7135081;Tellig;4;0;-;-;.;1;1
7135082;Treis-Karden;38;8;4;1;6;8;4
7135083;Ulmen;56;9;3;1;8;17;14
7135084;Urmersbach;7;2;1;0;1;1;1
7135085;Urschmitt;3;1;-;-;.;0;.
7135086;Valwig;5;1;1;0;.;3;1
7135087;Wagenhausen;.;.;-;-;.;.;.
7135088;Walhausen;7;.;2;0;0;4;2
7135089;Weiler b Gevenich, Eifel;4;0;0;0;1;2;.
7135090;Wirfus;6;1;0;0;1;1;1
7135091;Wollmerath;0;.;0;0;.;0;.
7135092;Zell (Mosel);78;14;5;3;9;15;27
7135093;Zettingen;4;1;0;0;0;1;2
7135501;Bad Bertrich;20;5;0;1;2;2;4
7135502;Leienkaul;5;1;0;0;1;2;2
7137001;Acht;1;.;-;-;.;.;0
7137003;Andernach, verbandsfr. Gemeinde;527;141;31;6;50;133;99
7137004;Anschau;3;0;1;0;0;2;1
7137006;Arft;1;.;0;0;0;.;.
7137007;Baar;11;.;1;0;2;6;2
7137008;Bell;10;1;-;-;1;2;2
7137011;Bermel;7;.;0;0;1;1;2
7137014;Boos, Eifel;7;1;-;-;1;1;1
7137019;Ditscheid;2;1;-;-;0;0;.
7137023;Einig;1;.;1;0;.;1;1
7137025;Ettringen, Eifel;53;5;2;1;3;16;12
7137027;Gappenach;7;0;1;0;1;2;1
7137029;Gering;7;0;1;1;1;3;1
7137030;Gierschnach;2;0;-;-;1;1;0
7137034;Hausten;8;0;1;0;1;5;2
7137035;Herresbach;6;0;1;0;0;3;2
7137036;Hirten;4;0;1;0;0;2;2
7137041;Kalt;4;1;1;0;0;1;0
7137043;Kehrig;10;1;2;0;1;3;1
7137048;Kerben;8;1;1;0;2;2;3
7137049;Kirchwald;18;3;1;0;1;5;5
7137053;Kollig;6;0;2;0;1;3;2
7137055;Kottenheim;33;4;6;1;3;11;4
7137056;Kretz;10;1;0;0;2;1;1
7137057;Kruft;68;12;5;1;7;16;14
7137060;Langenfeld, Eifel;7;0;2;0;1;3;2
7137061;Langscheid;1;.;-;-;.;.;.
7137063;Lind b Mayen;0;.;-;-;.;0;.
7137065;Lonnig;14;4;1;1;1;3;2
7137066;Luxem;2;.;0;0;0;.;0
7137068;Mayen, verbandsfr. Gemeinde;599;178;25;20;80;126;150
7137069;Mendig;164;29;8;5;18;38;39
7137070;Mertloch;15;2;1;1;2;2;4
7137074;Monreal;7;0;0;1;1;1;0
7137077;Münk;2;0;-;-;.;.;2
7137079;Nachtsheim;9;0;2;0;0;5;1
7137080;Naunheim;5;1;1;0;0;1;1
7137081;Nickenich;46;7;3;1;7;15;11
7137086;Ochtendung;87;10;8;3;14;21;16
7137087;Pillig;5;0;0;0;0;1;1
7137088;Plaidt;104;18;9;2;11;27;27
7137089;Polch;125;23;8;4;17;26;24
7137092;Reudelsterz;5;0;0;1;1;1;1
7137093;Rieden, Eifel;20;2;1;0;1;6;4
7137095;Rüber;8;1;-;-;1;2;1
7137096;Saffig;18;6;1;1;3;5;4
7137097;Sankt Johann b Mayen;21;2;0;1;1;7;10
7137099;Siebenbach;3;1;-;-;.;3;0
7137101;Thür;14;1;1;0;2;1;4
7137102;Trimbs;7;2;1;0;1;3;1
7137105;Virneburg;7;3;0;1;1;1;0
7137106;Volkesfeld;11;1;0;0;1;3;4
7137110;Weiler b Mayen;7;0;0;1;1;1;2
7137112;Welling;18;1;3;0;1;6;5
7137113;Welschenbach;1;.;-;-;.;0;.
7137114;Wierschem;4;1;-;-;.;1;1
7137201;Alken;7;2;0;0;0;3;1
7137202;Bassenheim;29;2;2;1;3;11;4
7137203;Bendorf, Rhein, verbandsfr. Gemeinde;380;113;17;7;37;84;77
7137204;Brey;16;2;2;1;2;3;3
7137205;Brodenbach;11;3;0;0;1;2;0
7137206;Burgen;15;4;2;1;2;2;5
7137207;Dieblich;34;13;1;1;7;5;6
7137208;Hatzenport;8;1;2;1;3;2;1
7137209;Kaltenengers;37;15;2;1;5;9;7
7137211;Kettig;38;5;2;1;6;6;10
7137212;Kobern-Gondorf;43;15;3;1;6;8;10
7137214;Löf;28;7;4;1;2;6;6
7137215;Macken;5;1;1;0;0;2;1
7137216;Mülheim-Kärlich;143;21;8;4;17;33;26
7137217;Niederfell;17;5;0;1;3;2;4
7137218;Niederwerth;15;2;3;0;1;3;2
7137219;Nörtershausen;11;1;0;0;1;5;1
7137220;Oberfell;15;2;1;0;2;2;1
7137221;Rhens;50;13;3;1;5;11;11
7137222;Sankt Sebastian;48;7;3;1;4;14;12
7137223;Spay;25;4;3;1;2;6;4
7137224;Urbar b Koblenz am Rhein;57;17;3;1;4;16;9
7137225;Urmitz;34;4;1;1;3;8;6
7137226;Vallendar;106;33;4;2;12;25;17
7137227;Waldesch;19;3;4;0;3;6;3
7137228;Weißenthurm;212;80;9;7;25;41;47
7137229;Weitersburg;32;5;2;1;4;9;3
7137230;Winningen;29;8;1;1;2;8;3
7137231;Wolken;10;2;2;0;1;2;2
7137501;Münstermaifeld;50;6;4;0;6;15;11
7137504;Lehmen;23;8;1;1;5;6;3
7138002;Anhausen;20;1;1;0;1;7;6
7138003;Asbach, Westerwald;193;56;14;6;21;44;73
7138004;Bad Hönningen;164;57;9;3;15;30;49
7138005;Bonefeld;13;2;2;0;1;3;3
7138006;Breitscheid;42;3;3;0;2;10;13
7138007;Hausen (Wied);24;4;2;1;3;8;4
7138008;Bruchhausen;13;1;1;0;1;4;4
7138009;Dattenberg;28;6;2;0;5;7;4
7138010;Datzeroth;3;2;-;-;1;1;1
7138011;Dernbach b Dierdorf;19;4;1;1;2;4;7
7138012;Dierdorf;162;47;8;4;17;45;61
7138013;Döttesfeld;7;2;0;0;1;2;1
7138014;Dürrholz;13;1;1;1;2;4;2
7138015;Ehlscheid;24;5;1;0;2;5;6
7138019;Erpel;45;19;2;1;6;9;15
7138023;Großmaischeid;37;5;4;0;2;12;7
7138024;Hammerstein;7;1;-;-;1;1;2
7138025;Hanroth;12;3;2;1;2;3;3
7138026;Hardert;10;2;2;0;1;1;3
7138027;Harschbach;7;1;-;-;0;2;1
7138030;Hümmerich;7;1;0;0;.;2;1
7138031;Isenburg;23;2;2;0;3;6;8
7138034;Kleinmaischeid;19;4;2;0;2;6;7
7138036;Kurtscheid;14;1;1;0;1;4;5
7138037;Leubsdorf, Rhein;22;7;1;0;2;5;4
7138038;Leutesdorf;53;11;5;1;9;8;14
7138040;Linkenbach;7;1;0;0;0;1;1
7138041;Linz am Rhein;167;57;9;5;15;40;42
7138042;Meinborn;10;.;3;0;0;4;4
7138043;Melsbach;29;7;3;1;2;3;9
7138044;Neustadt (Wied);118;18;7;3;13;23;32
7138045;Neuwied, verbandsfr. Gemeinde;2213;784;125;47;191;451;726
7138047;Niederbreitbach;29;7;1;0;3;9;7
7138048;Niederhofen;5;.;0;0;1;2;0
7138050;Niederwambach;11;0;1;0;0;4;5
7138052;Oberdreis;18;0;1;1;3;3;5
7138053;Oberhonnefeld-Gier.;18;5;2;1;2;2;4
7138054;Oberraden;8;1;1;0;.;3;2
7138055;Ockenfels;21;3;3;1;1;5;4
7138057;Puderbach;44;3;3;2;4;15;11
7138058;Ratzert;3;0;0;0;0;1;2
7138059;Raubach;33;5;1;1;3;5;6
7138061;Rengsdorf;56;17;4;1;5;12;18
7138062;Rheinbreitbach;82;25;5;2;5;20;30
7138063;Rheinbrohl;88;27;6;1;6;19;27
7138064;Rodenbach bei Puderbach;11;1;0;1;1;3;3
7138065;Roßbach;25;3;2;0;2;8;10
7138066;Rüscheid;9;2;0;0;1;1;1
7138068;St. Katharinen (Landkreis Neuwied);57;9;3;2;8;17;11
7138069;Stebach;6;.;0;0;1;2;0
7138070;Steimel;26;2;3;1;2;5;8
7138071;Straßenhaus;31;4;2;0;3;10;10
7138072;Thalhausen;9;1;0;0;1;2;3
7138073;Unkel;101;39;4;1;8;17;29
7138074;Urbach, Westerwald;25;2;1;0;2;5;9
7138075;Vettelschoß;45;9;3;1;4;12;10
7138076;Waldbreitbach;30;3;3;1;2;10;9
7138077;Windhagen;65;4;5;0;5;23;17
7138078;Woldert;16;1;1;0;0;6;5
7138080;Buchholz (Westerwald);78;7;7;2;9;24;28
7138201;Marienhausen;11;3;1;0;0;3;4
7138501;Kasbach-Ohlenberg;23;8;1;0;2;4;9
7140001;Alterkülz;3;.;0;0;.;0;2
7140002;Altweidelbach;3;0;-;-;.;1;2
7140003;Argenthal;22;3;1;1;2;4;7
7140005;Badenhard;3;0;-;-;.;1;1
7140006;Bärenbach b Simmern, Hunsrück;8;1;-;-;0;2;2
7140007;Belg;3;0;-;-;.;0;1
7140008;Belgweiler;2;.;1;0;1;.;0
7140009;Bell (Hunsrück);19;2;3;1;3;5;4
7140010;Beltheim;36;1;3;1;4;10;9
7140011;Benzweiler;3;.;-;-;.;1;1
7140012;Bergenhausen;2;1;0;0;0;1;.
7140014;Bickenbach, Hunsrück;4;0;0;0;1;1;0
7140015;Biebern;4;.;-;-;0;2;2
7140016;Birkheim;3;.;0;0;.;1;1
7140018;Braunshorn;12;1;1;0;1;3;4
7140020;Bubach;4;.;0;0;0;2;1
7140021;Buch, Hunsrück;18;1;0;0;1;6;5
7140023;Budenbach;4;.;-;-;0;2;2
7140024;Büchenbeuren;41;15;1;1;3;13;9
7140025;Damscheid;3;1;-;-;1;1;.
7140027;Dichtelbach;10;.;1;0;0;5;2
7140028;Dickenschied;13;0;1;1;2;1;2
7140029;Dill;3;.;0;0;1;.;.
7140030;Dillendorf;11;2;1;1;2;4;2
7140031;Dörth;10;1;1;0;2;3;3
7140035;Ellern (Hunsrück);9;0;1;0;1;4;3
7140036;Emmelshausen;86;15;8;2;10;20;24
7140037;Erbach, Hunsrück;8;2;1;0;.;1;1
7140039;Fronhofen;2;0;-;-;.;1;0
7140040;Gehlweiler;5;.;0;0;0;2;3
7140041;Gemünden, Hunsrück;13;0;0;0;1;8;4
7140042;Gödenroth;3;1;-;-;.;0;.
7140043;Gondershausen;18;2;2;1;2;6;6
7140044;Hahn;0;0;0;0;.;.;.
7140045;Halsenbach;20;5;2;1;2;4;4
7140046;Hasselbach, Hunsrück;6;1;0;0;1;1;1
7140047;Hausbay;2;0;-;-;1;0;.
7140048;Hecken;1;.;-;-;0;.;0
7140049;Heinzenbach;7;.;1;0;1;1;1
7140050;Henau;1;.;-;-;.;1;.
7140053;Hirschfeld (Hunsrück);2;0;-;-;.;1;.
7140055;Hollnich;6;.;1;0;0;3;1
7140056;Holzbach;15;2;2;0;2;3;4
7140058;Horn;5;0;1;0;1;0;2
7140060;Hungenroth;5;.;2;0;0;2;2
7140062;Kappel;14;2;1;1;1;4;3
7140063;Karbach, Hunsrück;7;2;1;0;1;3;1
7140064;Kastellaun;140;26;7;2;15;36;48
7140065;Keidelheim;7;.;1;0;1;1;3
7140067;Kirchberg (Hunsrück);77;19;6;2;8;20;23
7140068;Kisselbach;6;.;2;0;0;3;1
7140070;Klosterkumbd;4;.;1;0;0;2;3
7140071;Kludenbach;0;.;-;-;.;.;.
7140073;Korweiler;4;.;-;-;.;2;2
7140075;Kratzenburg;3;.;1;0;1;2;1
7140076;Külz (Hunsrück);8;2;0;1;1;2;2
7140077;Kümbdchen;8;3;0;0;0;3;3
7140079;Laubach b Kastellaun;3;0;-;-;0;1;.
7140080;Laudert;2;0;0;0;0;0;.
7140081;Laufersweiler;13;0;2;0;2;4;5
7140082;Lautzenhausen;4;.;-;-;0;1;.
7140084;Leiningen;12;1;2;0;2;5;3
7140085;Liebshausen;6;0;1;0;0;2;1
7140086;Lindenschied;2;.;0;0;.;1;1
7140087;Lingerhahn;6;1;-;-;1;2;2
7140089;Maisborn;1;.;-;-;.;0;0
7140090;Maitzborn;1;.;-;-;0;0;.
7140092;Mengerschied;10;0;0;0;2;3;2
7140093;Mermuth;3;1;1;0;1;1;0
7140094;Metzenhausen;1;.;0;0;0;1;.
7140095;Michelbach, Hunsrück;3;0;1;0;.;2;0
7140096;Mörschbach;4;1;2;0;0;3;1
7140098;Mühlpfad;2;.;-;-;.;1;1
7140099;Mutterschied;15;2;1;0;1;4;3
7140100;Nannhausen;11;1;3;0;1;4;3
7140101;Neuerkirch;2;0;0;0;0;1;0
7140102;Ney;5;0;0;1;1;3;1
7140104;Niederburg;5;1;-;-;.;1;1
7140105;Nieder-Kostenz;1;.;1;0;1;.;0
7140106;Niederkumbd;5;1;0;0;0;2;2
7140107;Niedersohren;4;.;2;0;0;1;1
7140108;Niedert;1;0;1;0;.;0;.
7140109;Niederweiler, Hunsrück;8;0;0;0;.;2;3
7140110;Norath;5;1;0;0;.;1;1
7140111;Ober Kostenz;2;0;-;-;0;1;.
7140112;Oberwesel;56;18;2;1;3;16;11
7140113;Ohlweiler;6;1;0;0;.;1;1
7140115;Oppertshausen;1;.;-;-;1;.;.
7140116;Perscheid;4;0;0;0;0;0;1
7140117;Pfalzfeld;10;1;0;0;1;3;4
7140118;Pleizenhausen;1;.;0;0;0;.;0
7140119;Ravengiersburg;3;.;-;-;.;3;2
7140120;Raversbeuren;2;0;0;0;0;1;1
7140121;Rayerschied;1;0;-;-;0;0;.
7140122;Reckershausen;5;1;1;0;.;1;1
7140123;Reich;4;0;0;0;0;1;1
7140125;Rheinböllen;77;16;3;1;8;21;17
7140126;Riegenroth;5;1;1;0;0;1;1
7140127;Riesweiler;11;1;3;0;0;4;3
7140128;Rödelhausen;2;.;1;0;.;1;1
7140129;Rödern;2;1;-;-;.;.;0
7140130;Rohrbach, Hunsrück;5;.;-;-;0;3;2
7140131;Roth, Rhein-Hunsrück-Kr;3;.;0;0;.;0;1
7140133;Sankt Goar;76;31;4;1;11;14;13
7140134;Sargenroth;5;1;1;0;1;1;2
7140135;Schlierschied;0;.;-;-;0;.;.
7140138;Schnorbach;2;.;-;-;.;1;1
7140139;Schönborn, Hunsrück;6;1;0;0;.;2;2
7140140;Schwall;5;.;0;0;0;2;1
7140141;Schwarzen;2;.;-;-;0;0;1
7140144;Simmern/Hunsrück;213;53;10;6;20;43;52
7140145;Sohren;62;15;5;1;5;12;16
7140146;Sohrschied;4;.;0;0;0;1;2
7140147;Spesenroth;3;0;0;0;0;2;1
7140148;Steinbach, Hunsrück;3;.;0;0;0;1;.
7140149;Thörlingen;2;.;-;-;.;2;1
7140150;Tiefenbach, Hunsrück;8;.;1;0;2;2;1
7140151;Todenroth;2;.;-;-;.;1;2
7140153;Uhler;5;.;-;-;1;1;2
7140154;Unzenberg;5;1;0;0;0;1;1
7140155;Urbar b St Goar;12;.;2;0;0;6;4
7140156;Utzenhain;1;.;-;-;1;0;.
7140158;Wahlbach;3;0;0;0;1;1;0
7140159;Wahlenau;4;0;0;0;.;2;1
7140161;Wiebelsheim;6;0;0;0;0;3;1
7140163;Womrath;2;.;0;0;1;1;1
7140164;Woppenroth;4;0;1;0;1;0;3
7140165;Würrich;0;.;-;-;.;.;.
7140166;Wüschheim;9;1;0;0;2;1;2
7140201;Beulich;9;1;1;0;1;3;2
7140202;Dommershausen;14;1;2;0;1;4;4
7140204;Mastershausen;15;1;2;0;1;8;6
7140205;Morshausen;3;0;-;-;0;1;.
7140501;Boppard, verbandsfr. Gemeinde;334;88;25;11;45;79;81
7140502;Lahr;2;0;-;-;0;1;1
7140503;Mörsdorf;12;2;3;0;0;6;5
7140504;Zilshausen;6;.;1;0;1;1;1
7141001;Allendorf, Rhein-Lahn-Kreis;3;0;1;0;1;1;.
7141002;Altendiez;23;6;2;0;2;3;4
7141003;Attenhausen;3;1;0;0;0;1;0
7141004;Auel;2;.;0;0;.;0;1
7141005;Aull;6;2;1;0;0;1;1
7141006;Bad Ems;264;85;7;2;11;52;53
7141008;Becheln;7;0;-;-;0;4;.
7141009;Berg, Taunus;2;0;-;-;.;1;0
7141010;Berghausen;4;.;-;-;.;1;1
7141011;Berndroth;5;.;2;1;1;1;0
7141012;Bettendorf;3;.;0;0;0;0;.
7141013;Biebrich;3;.;1;0;.;2;1
7141014;Birlenbach;27;5;3;0;1;5;3
7141015;Bogel;13;1;0;0;1;3;4
7141016;Bornich;9;1;1;0;1;2;3
7141018;Bremberg;3;0;0;0;.;2;1
7141019;Buch, Taunus;8;2;-;-;1;2;2
7141020;Burgschwalbach;11;3;1;0;1;3;1
7141021;Charlottenberg;1;.;-;-;.;1;.
7141022;Cramberg;5;.;1;0;0;1;1
7141023;Dachsenhausen;9;1;0;0;2;2;1
7141024;Dahlheim;5;1;1;0;1;1;0
7141025;Dausenau;17;3;2;1;2;4;2
7141026;Dessighofen;1;.;0;0;.;0;.
7141027;Dienethal;4;0;1;0;0;1;1
7141029;Diez;199;56;8;2;13;43;38
7141030;Dörnberg;8;1;1;0;.;1;2
7141031;Dörscheid;3;0;-;-;.;2;1
7141032;Dörsdorf;3;0;0;0;0;1;0
7141033;Dornholzhausen;2;.;-;-;.;1;0
7141034;Ebertshausen;0;.;-;-;.;.;.
7141035;Ehr;1;.;0;0;0;1;0
7141036;Eisighofen;2;.;1;0;0;0;.
7141037;Endlichhofen;3;1;-;-;0;1;0
7141038;Eppenrod;8;.;-;-;1;3;1
7141039;Ergeshausen;1;.;-;-;.;0;.
7141040;Eschbach b Nastätten;2;.;-;-;.;.;0
7141041;Fachbach;19;1;3;0;3;5;2
7141042;Filsen;7;1;1;0;0;2;1
7141043;Flacht;11;3;0;0;1;2;0
7141044;Frücht;3;0;0;0;0;1;.
7141045;Geilnau;3;.;-;-;.;2;0
7141046;Geisig;4;1;0;0;1;0;0
7141047;Gemmerich;3;0;0;0;0;1;0
7141049;Gückingen;9;1;0;0;1;2;1
7141050;Gutenacker;2;.;1;0;.;1;.
7141051;Hahnstätten;38;12;2;0;2;9;5
7141052;Hambach;5;2;0;0;0;1;1
7141053;Heistenbach;11;1;-;-;1;2;0
7141054;Herold;4;.;0;0;0;3;1
7141055;Himmighofen;3;0;-;-;0;1;1
7141057;Hirschberg, Rhein-Lahn-Kreis;7;1;1;0;0;1;1
7141058;Hömberg;2;.;0;1;1;0;.
7141059;Holzappel;15;1;0;0;1;2;3
7141060;Holzhausen an der Haide;15;1;0;0;2;4;3
7141061;Holzheim, Rhein-Lahn-Kreis;9;1;-;-;0;3;1
7141062;Horhausen, Rhein-Lahn-Kreis;4;0;-;-;.;2;2
7141063;Hunzel;2;.;-;-;0;1;.
7141064;Isselbach;2;.;-;-;0;0;.
7141065;Kaltenholzhausen;7;0;0;0;1;2;2
7141066;Kamp-Bornhofen;31;9;1;0;1;3;10
7141067;Kasdorf;2;.;-;-;.;1;0
7141068;Katzenelnbogen;21;6;2;1;2;5;1
7141069;Kaub, Stadt;16;5;1;0;1;5;3
7141070;Kehlbach;1;.;-;-;.;0;.
7141071;Kemmenau;4;.;1;0;1;1;1
7141072;Kestert;11;3;1;0;0;3;2
7141073;Klingelbach;7;2;0;0;1;2;1
7141074;Kördorf;6;.;1;0;0;2;0
7141075;Lahnstein, verbandsfr. Gemeinde;364;119;18;2;15;79;66
7141076;Langenscheid;3;0;-;-;.;0;.
7141077;Laurenburg;4;0;-;-;0;0;0
7141078;Lautert;1;0;0;0;.;0;.
7141079;Lierschied;6;1;1;0;0;1;1
7141080;Lipporn;2;0;0;0;.;0;.
7141081;Lohrheim;6;3;1;0;0;1;2
7141082;Lollschied;1;.;-;-;.;0;.
7141083;Lykershausen;2;.;-;-;.;1;1
7141084;Marienfels;4;1;1;0;.;1;2
7141085;Miehlen;27;3;3;0;2;7;6
7141086;Miellen;1;0;-;-;0;1;.
7141087;Misselberg;2;.;0;0;0;1;.
7141088;Mittelfischbach;1;.;-;-;.;.;0
7141089;Mudershausen;4;.;0;0;0;2;2
7141091;Nassau;66;19;3;1;6;11;7
7141092;Nastätten;59;13;4;0;3;13;6
7141093;Netzbach;3;0;-;-;0;0;.
7141094;Niederbachheim;3;.;-;-;1;0;0
7141095;Niederneisen;11;3;0;0;1;1;.
7141096;Niedertiefenbach;2;.;-;-;0;1;.
7141097;Niederwallmenach;5;1;-;-;0;2;0
7141098;Nievern;8;1;1;0;1;2;2
7141099;Nochern;3;0;0;0;1;1;.
7141100;Oberbachheim;2;0;0;0;1;.;.
7141101;Oberfischbach;1;.;0;0;.;1;1
7141102;Oberneisen;7;0;1;0;1;2;1
7141103;Obernhof;6;1;0;0;0;2;0
7141104;Obertiefenbach;3;.;0;0;0;0;.
7141105;Oberwallmenach;1;.;0;0;0;0;.
7141106;Oberwies;1;0;-;-;0;.;.
7141107;Oelsberg;6;1;-;-;1;2;0
7141108;Osterspai;15;4;0;0;1;5;2
7141109;Patersberg;3;0;1;0;.;1;.
7141110;Hainau;2;.;0;0;0;1;1
7141111;Pohl;3;.;1;0;0;1;0
7141112;Prath;1;.;0;0;.;.;.
7141113;Reckenroth;2;.;0;0;0;1;0
7141114;Reichenberg;0;.;-;-;.;.;.
7141115;Reitzenhain;4;.;0;0;0;1;1
7141116;Rettershain;5;.;1;0;1;2;1
7141117;Rettert;2;0;0;0;.;0;.
7141118;Roth, Rhein-Lahn-Kreis;2;1;-;-;.;0;0
7141120;Ruppertshofen, Taunus;5;0;0;0;1;0;1
7141121;Sankt Goarshausen, Loreleystadt, Stadt;35;9;3;0;2;9;8
7141122;Sauerthal;3;1;-;-;.;1;.
7141124;Scheidt;5;0;-;-;.;1;2
7141125;Schiesheim;3;1;0;0;0;1;0
7141126;Schönborn, Rhein-Lahn-Kreis;9;3;0;0;0;4;3
7141127;Schweighausen;3;0;0;0;1;0;.
7141128;Seelbach b Nassau, Lahn;4;.;-;-;1;1;.
7141129;Singhofen;18;1;1;0;1;3;2
7141130;Steinsberg;1;.;1;0;.;0;0
7141131;Strüth;4;1;-;-;1;.;0
7141132;Sulzbach, Rhein-Lahn-Kreis;2;.;-;-;.;1;.
7141133;Wasenbach;5;1;0;0;1;1;1
7141134;Weidenbach, Taunus;1;0;-;-;0;.;.
7141135;Weinähr;3;0;-;-;1;1;0
7141136;Weisel;10;1;0;0;0;4;1
7141137;Welterod;3;0;-;-;.;2;.
7141138;Weyer;10;1;1;0;0;4;2
7141139;Winden, Rhein-Lahn-Kreis;9;0;0;0;0;3;1
7141140;Winterwerb;2;.;0;0;0;0;1
7141141;Zimmerschied;1;.;-;-;0;0;.
7141201;Arzbach;12;2;1;0;2;4;3
7141501;Braubach, Stadt;73;12;4;1;4;19;16
7141502;Diethardt;5;1;0;0;1;0;1
7141503;Balduinstein;10;3;0;0;1;4;1
7143001;Alsbach;7;1;0;0;1;2;0
7143003;Bannberscheid;7;.;1;0;1;1;0
7143005;Boden;9;1;0;0;1;3;1
7143006;Breitenau, Westerwald;10;2;0;1;2;0;1
7143007;Caan;7;1;1;0;1;0;1
7143008;Daubach, Westerwald;4;0;0;0;1;1;1
7143009;Deesen;11;1;0;0;1;4;2
7143010;Dernbach (Westerwald);27;8;2;1;4;3;3
7143011;Dreikirchen;11;1;1;0;2;2;2
7143012;Ebernhahn;23;8;1;0;3;6;3
7143013;Eitelborn;23;3;2;0;1;8;4
7143015;Ellenhausen;3;.;1;0;0;1;0
7143018;Freilingen;11;1;1;0;1;2;1
7143019;Freirachdorf;9;1;1;0;1;1;1
7143020;Gackenbach;3;0;0;0;0;2;0
7143021;Girod;10;1;1;0;0;2;2
7143022;Goddert;10;1;1;0;2;3;1
7143023;Görgeshausen;12;5;1;0;1;4;1
7143024;Großholbach;10;1;1;0;1;2;1
7143025;Hartenfels;8;1;0;0;1;1;1
7143026;Heilberscheid;6;.;1;0;1;2;1
7143027;Heiligenroth;17;2;1;0;1;6;4
7143028;Helferskirchen;15;2;2;1;2;4;1
7143029;Herschbach;42;4;4;1;3;11;7
7143030;Hilgert;20;3;2;0;1;5;3
7143031;Hillscheid;24;5;3;0;2;6;4
7143032;Höhr-Grenzhausen;197;56;10;4;21;34;42
7143033;Holler;13;2;1;0;2;3;3
7143034;Horbach, Westerwald;4;0;0;0;0;.;1
7143036;Hübingen;5;.;1;0;1;1;1
7143037;Hundsangen;20;5;1;0;2;5;3
7143038;Hundsdorf;6;1;1;0;1;1;1
7143039;Kadenbach;13;1;0;0;1;3;2
7143040;Kammerforst, Westerwald;3;0;0;0;0;1;1
7143041;Krümmel;3;0;0;0;0;0;1
7143042;Leuterod;14;3;3;0;1;5;4
7143044;Marienrachdorf;9;0;1;0;1;3;1
7143045;Maroth;6;.;0;0;1;0;1
7143046;Maxsain;15;1;1;1;2;3;4
7143047;Mogendorf;18;7;4;0;2;6;4
7143048;Montabaur;243;66;21;4;21;50;31
7143049;Moschheim;7;1;2;0;0;0;1
7143050;Nauort;27;5;2;1;5;4;4
7143051;Nentershausen, Westerwald;33;10;5;1;3;5;9
7143052;Neuhäusel;17;2;0;0;1;5;2
7143053;Niederelbert;19;4;1;1;2;4;4
7143054;Niedererbach;9;1;2;0;2;3;0
7143055;Nomborn;5;1;0;0;0;2;1
7143056;Nordhofen;7;1;1;1;1;1;1
7143057;Oberelbert;12;2;0;0;2;3;2
7143058;Obererbach;3;.;-;-;0;1;1
7143059;Oberhaid, Westerwald;6;1;0;0;1;2;0
7143060;Ötzingen;27;4;1;1;1;8;8
7143061;Quirnbach;9;1;2;0;1;5;2
7143062;Ransbach-Baumbach;131;58;8;3;14;25;22
7143064;Rückeroth;9;0;2;0;1;4;5
7143065;Ruppach-Goldhausen;9;1;1;0;1;2;.
7143066;Schenkelberg;9;1;1;0;0;4;2
7143067;Selters (Westerwald);57;17;5;2;7;12;11
7143068;Sessenbach;8;.;1;0;1;5;4
7143069;Sessenhausen;11;0;1;0;0;3;1
7143070;Siershahn;45;22;3;1;3;7;7
7143071;Simmern;11;2;1;0;1;4;3
7143072;Stahlhofen;6;0;0;0;0;2;1
7143073;Staudt;12;1;0;0;1;3;0
